sv_SE;account.authenticate;
sv_SE;account.authenticated;
sv_SE;account.changePassword;
sv_SE;account.currentPassword;
sv_SE;account.dateOfBirth;
sv_SE;account.email;
sv_SE;account.firstName;
sv_SE;account.invalidPassword;
sv_SE;account.lastName;
sv_SE;account.name;
sv_SE;account.newPassword;
sv_SE;account.password;
sv_SE;account.passwordForgotten;
sv_SE;account.register;
sv_SE;account.resetPassword;
sv_SE;account.resetPasswordFor;
sv_SE;account.retypePassword;
sv_SE;account.role;
sv_SE;account.sendResetEmail;
sv_SE;account.signOut;
sv_SE;account.updatePassword;
sv_SE;account.validationEmailSent;
sv_SE;add;
sv_SE;address;
sv_SE;availability.addSchedule;
sv_SE;availability.addShift;
sv_SE;availability.selectSpecificDates;
sv_SE;availability.selectWeekdays;
sv_SE;availability.updateSchedule;
sv_SE;availability.updateShift;
sv_SE;cancel;
sv_SE;close;
sv_SE;confirm;
sv_SE;confirmDelete;
sv_SE;continue;
sv_SE;currency;
sv_SE;defaultValue;
sv_SE;delete;
sv_SE;disable;
sv_SE;disabled;
sv_SE;dropImages;
sv_SE;edit;
sv_SE;enable;
sv_SE;enabled;
sv_SE;error.downloadNotAuthorized;
sv_SE;error.emailRegisteredToAccount;
sv_SE;error.invalidAuthenticationInformation;
sv_SE;error.invalidResetToken;
sv_SE;error.passwordsDoNotMatch;
sv_SE;language;
sv_SE;location;
sv_SE;message.passwordUpdated;
sv_SE;message.resetEmailSent;
sv_SE;navigation.contactUs;
sv_SE;navigation.documentation;
sv_SE;navigation.home;
sv_SE;navigation.orders.myOrders;
sv_SE;navigation.orders.orders;
sv_SE;navigation.orders.receipts;
sv_SE;navigation.orders.recent;
sv_SE;navigation.profile;
sv_SE;navigation.restaurant;
sv_SE;navigation.settings.account;
sv_SE;navigation.settings.notifications;
sv_SE;navigation.settings.settings;
sv_SE;notifications.orderCompleted;
sv_SE;notifications.orderPlaced;
sv_SE;ok;
sv_SE;optional;
sv_SE;preferredLanguage;
sv_SE;profile;
sv_SE;restaurant.action.edit;
sv_SE;restaurant.action.manageOpeningHours;
sv_SE;restaurant.action.manageSettings;
sv_SE;restaurant.address;
sv_SE;restaurant.cart.cart;
sv_SE;restaurant.cart.cartIsEmpty;
sv_SE;restaurant.cart.checkout;
sv_SE;restaurant.cart.clearItems;
sv_SE;restaurant.cart.items;
sv_SE;restaurant.cart.totalPrice;
sv_SE;restaurant.dashboard.dashboard;
sv_SE;restaurant.description;
sv_SE;restaurant.images;
sv_SE;restaurant.item.action.create;
sv_SE;restaurant.item.action.delete;
sv_SE;restaurant.item.action.edit;
sv_SE;restaurant.item.action.filter;
sv_SE;restaurant.item.actions;
sv_SE;restaurant.item.addNewOption;
sv_SE;restaurant.item.category;
sv_SE;restaurant.item.description;
sv_SE;restaurant.item.diets;
sv_SE;restaurant.item.images;
sv_SE;restaurant.item.items;
sv_SE;restaurant.item.name;
sv_SE;restaurant.item.options;
sv_SE;restaurant.item.price;
sv_SE;restaurant.item.quantity;
sv_SE;restaurant.item.type;
sv_SE;restaurant.menu.action.create;
sv_SE;restaurant.menu.action.delete;
sv_SE;restaurant.menu.action.edit;
sv_SE;restaurant.menu.actions;
sv_SE;restaurant.menu.description;
sv_SE;restaurant.menu.manageMenuItems;
sv_SE;restaurant.menu.menus;
sv_SE;restaurant.menu.name;
sv_SE;restaurant.name;
sv_SE;restaurant.openingHours.notSet;
sv_SE;restaurant.openingHours.setOpeningHours;
sv_SE;restaurant.option.enabledByDefault;
sv_SE;restaurant.order.accept;
sv_SE;restaurant.order.acceptedAt;
sv_SE;restaurant.order.action.filter;
sv_SE;restaurant.order.complete;
sv_SE;restaurant.order.completedAt;
sv_SE;restaurant.order.createdAt;
sv_SE;restaurant.order.createdBy;
sv_SE;restaurant.order.decline;
sv_SE;restaurant.order.declined;
sv_SE;restaurant.order.items;
sv_SE;restaurant.order.message;
sv_SE;restaurant.order.orderer;
sv_SE;restaurant.order.orderItem;
sv_SE;restaurant.order.orders;
sv_SE;restaurant.order.paidAt;
sv_SE;restaurant.order.servingLocation;
sv_SE;restaurant.order.state.accepted;
sv_SE;restaurant.order.state.completed;
sv_SE;restaurant.order.state.declined;
sv_SE;restaurant.order.state.paid;
sv_SE;restaurant.order.state.pending;
sv_SE;restaurant.order.state.state;
sv_SE;restaurant.placeholder.address;
sv_SE;restaurant.restaurant;
sv_SE;restaurant.scanQR;
sv_SE;restaurant.servingLocation.action.create;
sv_SE;restaurant.servingLocation.action.delete;
sv_SE;restaurant.servingLocation.action.downloadQR;
sv_SE;restaurant.servingLocation.action.edit;
sv_SE;restaurant.servingLocation.action.filter;
sv_SE;restaurant.servingLocation.actions;
sv_SE;restaurant.servingLocation.checkout;
sv_SE;restaurant.servingLocation.name;
sv_SE;restaurant.servingLocation.servingLocations;
sv_SE;restaurant.settings.settings;
sv_SE;restaurant.userManagement.action.filter;
sv_SE;restaurant.userManagement.userManagement;
sv_SE;return;
sv_SE;select;
sv_SE;selectImages;
sv_SE;showAll;
sv_SE;submit;
sv_SE;time.allTime;
sv_SE;time.dateFrom;
sv_SE;time.dateTo;
sv_SE;time.month.april;
sv_SE;time.month.august;
sv_SE;time.month.december;
sv_SE;time.month.february;
sv_SE;time.month.january;
sv_SE;time.month.july;
sv_SE;time.month.june;
sv_SE;time.month.march;
sv_SE;time.month.may;
sv_SE;time.month.november;
sv_SE;time.month.october;
sv_SE;time.month.september;
sv_SE;time.timeFrom;
sv_SE;time.timeTo;
sv_SE;time.today;
sv_SE;time.weekday.fr;
sv_SE;time.weekday.friday;
sv_SE;time.weekday.mo;
sv_SE;time.weekday.monday;
sv_SE;time.weekday.sa;
sv_SE;time.weekday.saturday;
sv_SE;time.weekday.su;
sv_SE;time.weekday.sunday;
sv_SE;time.weekday.th;
sv_SE;time.weekday.thursday;
sv_SE;time.weekday.tu;
sv_SE;time.weekday.tuesday;
sv_SE;time.weekday.we;
sv_SE;time.weekday.wednesday;
sv_SE;uploadImages;
sv_SE;view;